campaign,nprocs,replicate,stage,time,time_rank0,messages,reductions,flop
weak-scaling-2026-checkpoint,1000,2,io_write,59.6094,59.6094,744.0,382.0,21328300.0
weak-scaling-2026-checkpoint,1000,2,mesh_setup,2139.6,2139.6,73713.0,333.0,31161600.0
weak-scaling-2026-checkpoint-evalfix,1,1,eval_nodal,0.234336,0.234336,0.0,0.0,3247200.0
weak-scaling-2026-checkpoint-evalfix,1,1,eval_offnode,0.277118,0.277118,0.0,0.0,3247200.0
weak-scaling-2026-checkpoint-evalfix,1,1,field_setup,0.68458,0.68458,0.0,0.0,2.0
weak-scaling-2026-checkpoint-evalfix,1,1,io_read,1.09944,1.09944,0.0,0.0,41790.0
weak-scaling-2026-checkpoint-evalfix,1,1,io_verify,0.001165,0.001165,0.0,0.0,0.0
weak-scaling-2026-checkpoint-evalfix,1,1,io_write,4.30193,4.30193,0.0,0.0,26168200.0
weak-scaling-2026-checkpoint-evalfix,1,1,mesh_setup,10.3841,10.3841,0.0,9.0,34932300.0
weak-scaling-2026-checkpoint-evalfix,8,1,eval_nodal,0.970117,0.693203,0.0,0.0,3117310.0
weak-scaling-2026-checkpoint-evalfix,8,1,eval_offnode,0.460119,0.409854,0.0,0.0,2797080.0
weak-scaling-2026-checkpoint-evalfix,8,1,field_setup,0.735683,0.735458,198.0,121.0,2.0
weak-scaling-2026-checkpoint-evalfix,8,1,io_read,2.16414,2.15966,744.0,396.0,41790.0
weak-scaling-2026-checkpoint-evalfix,8,1,io_verify,0.00295612,0.00269745,0.0,0.0,0.0
weak-scaling-2026-checkpoint-evalfix,8,1,io_write,5.98626,5.98626,372.0,382.0,22918800.0
weak-scaling-2026-checkpoint-evalfix,8,1,mesh_setup,19.1744,19.1702,352.0,333.0,33206300.0
weak-scaling-2026-checkpoint-evalfix,27,1,eval_nodal,3.16123,2.41782,0.0,0.0,3100940.0
weak-scaling-2026-checkpoint-evalfix,27,1,eval_offnode,0.485772,0.444376,0.0,0.0,2785990.0
weak-scaling-2026-checkpoint-evalfix,27,1,field_setup,1.10064,1.10032,363.0,121.0,2.0
weak-scaling-2026-checkpoint-evalfix,27,1,io_read,5.1773,5.1689,1590.0,396.0,41790.0
weak-scaling-2026-checkpoint-evalfix,27,1,io_verify,0.00441059,0.00363303,0.0,0.0,0.0
weak-scaling-2026-checkpoint-evalfix,27,1,io_write,8.14666,8.14666,248.0,382.0,22676400.0
weak-scaling-2026-checkpoint-evalfix,27,1,mesh_setup,47.6696,47.668,535.0,333.0,31988200.0
weak-scaling-2026-checkpoint-evalfix,64,1,eval_nodal,4.7157,3.10004,0.0,0.0,2910340.0
weak-scaling-2026-checkpoint-evalfix,64,1,eval_offnode,0.507042,0.460747,0.0,0.0,2697550.0
weak-scaling-2026-checkpoint-evalfix,64,1,field_setup,1.8546,1.8543,396.0,121.0,2.0
weak-scaling-2026-checkpoint-evalfix,64,1,io_read,11.485,11.4789,1494.0,396.0,41790.0
weak-scaling-2026-checkpoint-evalfix,64,1,io_verify,0.00512065,0.00321931,0.0,0.0,0.0
weak-scaling-2026-checkpoint-evalfix,64,1,io_write,10.8644,10.8644,806.0,382.0,21126700.0
weak-scaling-2026-checkpoint-evalfix,64,1,mesh_setup,110.16,110.157,416.0,333.0,32581300.0
weak-scaling-2026-checkpoint-evalfix,125,1,eval_nodal,6.2724,4.54934,0.0,0.0,2955480.0
weak-scaling-2026-checkpoint-evalfix,125,1,eval_offnode,0.502989,0.491068,0.0,0.0,2609640.0
weak-scaling-2026-checkpoint-evalfix,125,1,field_setup,2.0289,2.02856,363.0,121.0,2.0
weak-scaling-2026-checkpoint-evalfix,125,1,io_read,22.8276,22.8202,1482.0,396.0,41790.0
weak-scaling-2026-checkpoint-evalfix,125,1,io_verify,0.00531418,0.00428637,0.0,0.0,0.0
weak-scaling-2026-checkpoint-evalfix,125,1,io_write,12.041,12.041,372.0,382.0,21752100.0
weak-scaling-2026-checkpoint-evalfix,125,1,mesh_setup,222.342,222.338,445.0,333.0,31978400.0
weak-scaling-2026-checkpoint-evalfix,343,1,eval_nodal,5.35245,4.31616,0.0,0.0,2919310.0
weak-scaling-2026-checkpoint-evalfix,343,1,eval_offnode,0.520421,0.494071,0.0,0.0,2611490.0
weak-scaling-2026-checkpoint-evalfix,343,1,field_setup,1.94979,1.94924,495.0,121.0,2.0
weak-scaling-2026-checkpoint-evalfix,343,1,io_read,67.0655,67.0576,1002.0,396.0,41790.0
weak-scaling-2026-checkpoint-evalfix,343,1,io_verify,0.00560401,0.00390833,0.0,0.0,0.0
weak-scaling-2026-checkpoint-evalfix,343,1,io_write,24.5329,24.5329,682.0,382.0,20840100.0
weak-scaling-2026-checkpoint-evalfix,343,1,mesh_setup,650.355,650.351,468.0,333.0,32216800.0
weak-scaling-2026-stokes-BASE5-3way/default,1,1,first_solve,113.499,113.499,0.0,0.0,80124900000.0
weak-scaling-2026-stokes-BASE5-3way/default,1,1,mesh_setup,3.57845,3.57845,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/default,1,1,solver_setup,0.0419076,0.0419076,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,1,1,steady_solves,107.769,107.769,0.0,0.0,79720000000.0
weak-scaling-2026-stokes-BASE5-3way/default,1,2,first_solve,113.336,113.336,0.0,0.0,80124900000.0
weak-scaling-2026-stokes-BASE5-3way/default,1,2,mesh_setup,3.58863,3.58863,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/default,1,2,solver_setup,0.0418995,0.0418995,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,1,2,steady_solves,107.377,107.377,0.0,0.0,79720000000.0
weak-scaling-2026-stokes-BASE5-3way/default,1,3,first_solve,113.824,113.824,0.0,0.0,80124900000.0
weak-scaling-2026-stokes-BASE5-3way/default,1,3,mesh_setup,3.55748,3.55748,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/default,1,3,solver_setup,0.0419096,0.0419096,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,1,3,steady_solves,107.964,107.964,0.0,0.0,79720000000.0
weak-scaling-2026-stokes-BASE5-3way/default,8,1,first_solve,207.307,207.303,200090.0,6114.0,115720000000.0
weak-scaling-2026-stokes-BASE5-3way/default,8,1,mesh_setup,6.12094,6.11878,257.0,275.0,12891200.0
weak-scaling-2026-stokes-BASE5-3way/default,8,1,solver_setup,0.0449174,0.0449174,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,8,1,steady_solves,198.172,198.171,132803.0,5446.0,120731000000.0
weak-scaling-2026-stokes-BASE5-3way/default,8,2,first_solve,201.495,201.493,200090.0,6114.0,115720000000.0
weak-scaling-2026-stokes-BASE5-3way/default,8,2,mesh_setup,6.04564,6.04351,278.0,275.0,12157900.0
weak-scaling-2026-stokes-BASE5-3way/default,8,2,solver_setup,0.0433468,0.0433468,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,8,2,steady_solves,192.611,192.611,208135.0,5446.0,108967000000.0
weak-scaling-2026-stokes-BASE5-3way/default,8,3,first_solve,228.303,228.302,139086.0,6114.0,110570000000.0
weak-scaling-2026-stokes-BASE5-3way/default,8,3,mesh_setup,6.01512,6.01452,269.0,275.0,12608200.0
weak-scaling-2026-stokes-BASE5-3way/default,8,3,solver_setup,0.0407619,0.0404766,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,8,3,steady_solves,219.702,219.701,137091.0,5446.0,110109000000.0
weak-scaling-2026-stokes-BASE5-3way/default,27,1,first_solve,283.213,283.21,236868.0,6248.0,126222000000.0
weak-scaling-2026-stokes-BASE5-3way/default,27,1,mesh_setup,13.5456,13.5443,307.0,275.0,11707300.0
weak-scaling-2026-stokes-BASE5-3way/default,27,1,solver_setup,0.0449816,0.0449816,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,27,1,steady_solves,273.897,273.896,203070.0,5601.0,119559000000.0
weak-scaling-2026-stokes-BASE5-3way/default,27,2,first_solve,282.107,282.102,218734.0,6248.0,121205000000.0
weak-scaling-2026-stokes-BASE5-3way/default,27,2,mesh_setup,13.8083,13.8057,316.0,275.0,12125100.0
weak-scaling-2026-stokes-BASE5-3way/default,27,2,solver_setup,0.0463263,0.0463263,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,27,2,steady_solves,273.065,273.065,401132.0,5601.0,113756000000.0
weak-scaling-2026-stokes-BASE5-3way/default,27,3,first_solve,280.833,280.829,355884.0,6248.0,122912000000.0
weak-scaling-2026-stokes-BASE5-3way/default,27,3,mesh_setup,14.0493,14.0482,319.0,275.0,12067000.0
weak-scaling-2026-stokes-BASE5-3way/default,27,3,solver_setup,0.0451739,0.0451739,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,27,3,steady_solves,271.537,271.536,216517.0,5601.0,121244000000.0
weak-scaling-2026-stokes-BASE5-3way/default,64,1,first_solve,301.91,301.9,298016.0,6403.0,125203000000.0
weak-scaling-2026-stokes-BASE5-3way/default,64,1,mesh_setup,31.9525,31.9511,406.0,275.0,10887500.0
weak-scaling-2026-stokes-BASE5-3way/default,64,1,solver_setup,0.050234,0.050234,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,64,1,steady_solves,290.415,290.414,274073.0,5741.0,123941000000.0
weak-scaling-2026-stokes-BASE5-3way/default,64,2,first_solve,299.719,299.708,298016.0,6403.0,125203000000.0
weak-scaling-2026-stokes-BASE5-3way/default,64,2,mesh_setup,32.5247,32.5233,333.0,275.0,11196300.0
weak-scaling-2026-stokes-BASE5-3way/default,64,2,solver_setup,0.0517104,0.0517104,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,64,2,steady_solves,288.608,288.607,299176.0,5741.0,124798000000.0
weak-scaling-2026-stokes-BASE5-3way/default,64,3,first_solve,299.83,299.82,302640.0,6403.0,125102000000.0
weak-scaling-2026-stokes-BASE5-3way/default,64,3,mesh_setup,32.0883,32.0872,339.0,275.0,11392200.0
weak-scaling-2026-stokes-BASE5-3way/default,64,3,solver_setup,0.0515284,0.0515284,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,64,3,steady_solves,288.437,288.436,299176.0,5741.0,124798000000.0
weak-scaling-2026-stokes-BASE5-3way/default,125,1,first_solve,307.128,307.127,381216.0,6406.0,122728000000.0
weak-scaling-2026-stokes-BASE5-3way/default,125,1,mesh_setup,65.482,65.463,429.0,275.0,11928900.0
weak-scaling-2026-stokes-BASE5-3way/default,125,1,solver_setup,0.0462634,0.0425982,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,125,1,steady_solves,295.054,295.054,926452.0,5731.0,121062000000.0
weak-scaling-2026-stokes-BASE5-3way/default,125,2,first_solve,309.271,309.267,298339.0,6406.0,141050000000.0
weak-scaling-2026-stokes-BASE5-3way/default,125,2,mesh_setup,65.5518,65.5506,429.0,275.0,11928900.0
weak-scaling-2026-stokes-BASE5-3way/default,125,2,solver_setup,0.0512285,0.0454531,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,125,2,steady_solves,297.594,297.593,376083.0,5731.0,122327000000.0
weak-scaling-2026-stokes-BASE5-3way/default,125,3,first_solve,306.805,306.797,363181.0,6406.0,129481000000.0
weak-scaling-2026-stokes-BASE5-3way/default,125,3,mesh_setup,65.4247,65.4234,481.0,275.0,10735400.0
weak-scaling-2026-stokes-BASE5-3way/default,125,3,solver_setup,0.0494794,0.0494794,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,125,3,steady_solves,294.953,294.952,398695.0,5731.0,131390000000.0
weak-scaling-2026-stokes-BASE5-3way/default,343,1,first_solve,322.226,322.22,411510.0,6449.0,125322000000.0
weak-scaling-2026-stokes-BASE5-3way/default,343,1,mesh_setup,205.186,205.184,537.0,275.0,11403400.0
weak-scaling-2026-stokes-BASE5-3way/default,343,1,solver_setup,0.0493556,0.0468198,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,343,1,steady_solves,310.354,310.353,465820.0,5771.0,132635000000.0
weak-scaling-2026-stokes-BASE5-3way/default,343,2,first_solve,322.483,322.478,1035460.0,6449.0,131328000000.0
weak-scaling-2026-stokes-BASE5-3way/default,343,2,mesh_setup,203.88,203.877,432.0,275.0,11258400.0
weak-scaling-2026-stokes-BASE5-3way/default,343,2,solver_setup,0.0474392,0.0456152,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,343,2,steady_solves,310.348,310.348,1620380.0,5771.0,121506000000.0
weak-scaling-2026-stokes-BASE5-3way/default,343,3,first_solve,362.739,362.737,439297.0,6449.0,144910000000.0
weak-scaling-2026-stokes-BASE5-3way/default,343,3,mesh_setup,205.375,205.371,499.0,275.0,10845300.0
weak-scaling-2026-stokes-BASE5-3way/default,343,3,solver_setup,0.0517369,0.0429262,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,343,3,steady_solves,349.7,349.699,433761.0,5771.0,129122000000.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,1,first_solve,355.697,355.693,420394.0,6744.0,131938000000.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,1,mesh_setup,662.592,662.589,697.0,275.0,11011300.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,1,solver_setup,0.0483073,0.0451331,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,1,steady_solves,342.229,342.228,669536.0,5905.0,134706000000.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,2,first_solve,341.355,341.347,641136.0,6744.0,137845000000.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,2,mesh_setup,687.342,687.338,697.0,275.0,11011300.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,2,solver_setup,0.048992,0.0479848,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,2,steady_solves,327.62,327.619,476097.0,5905.0,136177000000.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,3,first_solve,343.219,343.213,582548.0,6744.0,126385000000.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,3,mesh_setup,671.916,671.913,697.0,275.0,11011300.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,3,solver_setup,0.048296,0.047151,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/default,1000,3,steady_solves,329.501,329.5,669536.0,5905.0,134706000000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,1,first_solve,83.0827,83.0827,0.0,0.0,44445100000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,1,mesh_setup,3.55035,3.55035,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,1,solver_setup,0.0419577,0.0419577,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,1,steady_solves,77.5339,77.5339,0.0,0.0,44225300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,2,first_solve,82.6769,82.6769,0.0,0.0,44445100000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,2,mesh_setup,3.61724,3.61724,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,2,solver_setup,0.0423419,0.0423419,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,2,steady_solves,76.9252,76.9252,0.0,0.0,44225300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,3,first_solve,83.2117,83.2117,0.0,0.0,44445100000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,3,mesh_setup,3.60892,3.60892,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,3,solver_setup,0.0422929,0.0422929,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1,3,steady_solves,77.2183,77.2183,0.0,0.0,44225300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,1,first_solve,130.716,130.716,107366.0,3475.0,56979700000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,1,mesh_setup,6.06992,6.06934,269.0,275.0,12608200.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,1,solver_setup,0.0413044,0.0412077,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,1,steady_solves,121.919,121.919,105026.0,2817.0,56721900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,2,first_solve,126.12,126.119,70949.0,3475.0,57499600000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,2,mesh_setup,6.41197,6.41106,258.0,275.0,11863100.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,2,solver_setup,0.0423296,0.0421941,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,2,steady_solves,117.455,117.455,105026.0,2817.0,56721900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,3,first_solve,129.688,129.687,68807.0,3475.0,62959700000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,3,mesh_setup,6.3121,6.31095,258.0,275.0,11863100.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,3,solver_setup,0.0431061,0.0423603,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,8,3,steady_solves,121.088,121.088,105026.0,2817.0,56721900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,1,first_solve,174.71,174.706,116704.0,3668.0,65616400000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,1,mesh_setup,14.164,14.163,316.0,275.0,11977400.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,1,solver_setup,0.045475,0.045475,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,1,steady_solves,164.988,164.988,210802.0,3006.0,61345800000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,2,first_solve,172.488,172.487,116704.0,3668.0,65616400000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,2,mesh_setup,13.8904,13.8893,319.0,275.0,12067000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,2,solver_setup,0.044791,0.0446182,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,2,steady_solves,163.041,163.04,113902.0,3006.0,65327000000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,3,first_solve,174.438,174.434,116704.0,3668.0,65616400000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,3,mesh_setup,13.5994,13.5982,319.0,275.0,12067000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,3,solver_setup,0.0446325,0.0446325,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,27,3,steady_solves,164.523,164.522,189277.0,3006.0,66138100000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,1,first_solve,177.245,177.236,356492.0,3584.0,65438400000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,1,mesh_setup,31.3514,31.3499,362.0,275.0,12862300.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,1,solver_setup,0.0499816,0.0499816,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,1,steady_solves,165.539,165.539,451073.0,2917.0,60655100000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,2,first_solve,175.873,175.865,152131.0,3584.0,64089000000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,2,mesh_setup,32.3323,32.3312,483.0,275.0,12026400.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,2,solver_setup,0.0495993,0.0495993,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,2,steady_solves,165.589,165.588,148404.0,2917.0,63677600000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,3,first_solve,176.672,176.671,152131.0,3584.0,64089000000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,3,mesh_setup,31.2406,31.2391,365.0,275.0,11663300.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,3,solver_setup,0.0482571,0.0419435,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,64,3,steady_solves,165.269,165.268,413257.0,2917.0,64629300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,1,first_solve,188.942,188.941,202076.0,3736.0,65994300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,1,mesh_setup,66.0102,66.0063,362.0,275.0,11849400.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,1,solver_setup,0.0471941,0.0417382,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,1,steady_solves,177.196,177.195,197274.0,3066.0,65701500000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,2,first_solve,189.899,189.896,387672.0,3736.0,74006200000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,2,mesh_setup,66.6742,66.6731,400.0,275.0,11873600.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,2,solver_setup,0.0452086,0.044222,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,2,steady_solves,177.785,177.784,157941.0,3066.0,73486900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,3,first_solve,189.883,189.873,236651.0,3736.0,73594200000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,3,mesh_setup,67.2581,67.2566,429.0,275.0,11861700.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,3,solver_setup,0.0526979,0.0526979,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,125,3,steady_solves,177.694,177.694,485150.0,3066.0,65028300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,1,first_solve,190.403,190.399,240576.0,3645.0,68778200000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,1,mesh_setup,202.145,202.142,621.0,275.0,11858700.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,1,solver_setup,0.046318,0.0445961,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,1,steady_solves,178.188,178.188,812156.0,2967.0,62789900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,2,first_solve,190.596,190.583,223705.0,3645.0,66954300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,2,mesh_setup,205.353,205.326,569.0,275.0,11067000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,2,solver_setup,0.0549883,0.0549883,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,2,steady_solves,178.446,178.445,142044.0,2967.0,60886400000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,3,first_solve,191.287,191.284,292445.0,3645.0,72361600000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,3,mesh_setup,202.935,202.931,528.0,275.0,11384000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,3,solver_setup,0.0455827,0.043676,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,343,3,steady_solves,178.781,178.78,264970.0,2967.0,70301500000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,1,first_solve,201.611,201.607,281285.0,3825.0,65023900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,1,mesh_setup,667.225,667.222,438.0,275.0,10878000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,1,solver_setup,0.0480779,0.0451685,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,1,steady_solves,184.599,184.598,328272.0,2981.0,67920700000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,2,first_solve,203.423,203.417,331849.0,3825.0,68142600000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,2,mesh_setup,665.836,665.833,697.0,275.0,11011300.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,2,solver_setup,0.0498125,0.0472761,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,2,steady_solves,186.272,186.271,259450.0,2981.0,69843200000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,3,first_solve,200.696,200.691,288748.0,3825.0,69136500000.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,3,mesh_setup,665.688,665.683,432.0,275.0,11085500.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,3,solver_setup,0.049827,0.0463381,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-6,1000,3,steady_solves,183.798,183.797,237922.0,2981.0,72310000000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,1,first_solve,61.8086,61.8086,0.0,0.0,20318600000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,1,mesh_setup,3.53765,3.53765,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,1,solver_setup,0.0417911,0.0417911,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,1,steady_solves,56.1034,56.1034,0.0,0.0,20098800000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,2,first_solve,62.1972,62.1972,0.0,0.0,20318600000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,2,mesh_setup,3.60002,3.60002,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,2,solver_setup,0.041866,0.041866,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,2,steady_solves,56.3214,56.3214,0.0,0.0,20098800000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,3,first_solve,61.8731,61.8731,0.0,0.0,20318600000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,3,mesh_setup,3.5416,3.5416,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,3,solver_setup,0.0420357,0.0420357,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,1,3,steady_solves,55.861,55.861,0.0,0.0,20098800000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,1,first_solve,79.2036,79.2032,27228.0,1790.0,24069400000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,1,mesh_setup,6.06481,6.06359,258.0,275.0,11863100.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,1,solver_setup,0.041681,0.0412553,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,1,steady_solves,70.5514,70.5511,25487.0,1132.0,23812800000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,2,first_solve,77.9708,77.9641,38217.0,1790.0,24896900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,2,mesh_setup,6.02387,6.02325,261.0,275.0,12106800.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,2,solver_setup,0.0479893,0.0479893,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,2,steady_solves,69.4157,69.4153,25487.0,1132.0,23812800000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,3,first_solve,79.6887,79.6874,38976.0,1790.0,25199700000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,3,mesh_setup,6.25586,6.25489,237.0,275.0,12359400.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,3,solver_setup,0.0423224,0.042223,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,8,3,steady_solves,71.0279,71.0274,24703.0,1132.0,25951500000.0
